Comments,Sentiment
මං හිතුවේ නෑ මේ වගේ චරිතයක් කියලා ඒ චරිතයෙන් ගන්න ගොඩක් දේවල් තියෙනවා he is great ,Pos
coach කසුන් සුපිරි මාරම fun නේ මං හිතුවේ නෑ මෙච්චර fun කියලා ,Pos
අනේ පකෝ කඩේ පල මහින්දට ,Neg
ගැප්පියා ගැන කියන්නකෝ කවුරුහරි ,Neu
වැඩක් කරන්න බැරි එරෙසියාවට පලන්න හදන මිනිස්සු ටිකක් ,Neg
මේ cia පොරක් sure ,Pos
මගේ සහයෝගය ඔබතුමාටයි ,Pos
portable ssd එක නම් ගොඩක් වටිනවා ,Pos
temp එක ගන්න software එකේ නම මොකක්ද ,Neu
මං ආදරේම කරන නිළියක් ,Pos
ආසාවෙන් බලුවා වැඩසටහන සෙන්කඩගල සුදු බණ්ඩාගේ wedding එකේ video එකත් පෙන්නන්න thanks ,Pos
දෙවියන්ගේ පිහිටයි බුදුසරණයි ,Pos
අයියාට subscribe ලැබෙන සුභම සුභ අලුත් අවුරුද්දක් වේවා ,Pos
ඇයි අයියේ serious gpu එකක් දැම්මේ නැත්තේ ,Neu
video එක නම් පට්ට ,Pos
රටට වැඩක් කරන්න මනුෂ්‍යයට සේවය කරන්න ,Neu
අම්මෝ voice එක ඇහෙද්දි බඳ ඇකට ආයේ කියලා වැඩක් නෑ ,Pos
ඔබ හරිම ආදර්ශමත් ගැහැණියක් හොඳ මවක් දැන් සමාජ ගැහැණු අතරින් ආදර්ශමත් හොඳ ගැහැණියක් අක්කා ඔයාට දිර්ඝායුෂ ලැබේවා තෙරුවන් සරණයි ,Pos
මධුමදාව කියන්නේ ගොන් ගහක් ,Neg
ඔයාලා ඉන්න නිසා තමයි මේක උනේ ,Neu
කෙලින් කතා කරන එකෙක් එලම පොරක් ,Pos
සුනීර තරම් නෑ ඒත් ලස්සනට කියුවා ,Pos
continue කරපු එක ලොකු දෙයක් ,Pos
වැඩක් නෑ මහින්ද ගෝටා වගේ අදිටර අය හොඳයි ,Neu
අනේ අත්තරගම කවදාද වැඩිනේ මමත් අත්තරගම ගමට වැඩිනු මැනවි ,Pos
ලංකාවේ මං ආසම නිළිය wonderful mother ,Pos
නියමයි ලිය තම්බර මරු rock songs කියන්න brother ,Pos
අනේ මොනද මේ කියන කතා ලැජ්ජ නැද්ද අපේ ලංකාවේ එවුන්ටත් මේ වගේ දේවල් හැර ලොකුයි මොනද මේ කියන කතා පිස්සු වගේ නේද ,Neg
ඔය ටික රටේ මහ උන්ට නොතේරෙන එකයි දුක අපේ හමුදුරුවනේ ,Neg
hiru star එකේ උදාර එක්ක battle එකේදි අයින් උනේ මේයා නේද ,Neu
ඇයි අනේ මෙයාලා මෙච්චර ලස්සනට කියන්නේ අපිව පිස්සු වට්ටනවානේ මරු අනේ ,Pos
වෙන coachesලාගේ බසර එක torch කරන එක නම් වැරදි what do you say ,Neg
රනිල් කියන්නේ නිහතමානි බුද්ධිමත් දක්ෂ නායකයෙක් ,Pos
අම්මෙක් වෙන්න ළමයෙක් බඩේ තියාගන්නම ඕන නෑ මොකද වැඩූ මවට වඩා හෙදු මව උසස් වෙච්ච අවස්ථා ඕන තරම් වැදගත් අපි මේ ලෝකේ වෙනුවෙන් කරන දේවල් ,Neu
හැබැයි කුමාරි ඔයා එක තැනක් වැරද්ද ගත්ත හැම ගැහැණියක්ම බංගලි අයත් එක්ක බුදින්නෙ නෑ ඔයා ඇඟිල්ල දික්කලේ අපේ තවත් අහිංසක ගැණු දුක් විඳිනවා please ප්‍රවේශමන් කතා කරන්න ,Neg
අනේ බං පොඩි එක පට්ට බං අයියා පරාදයි ,Pos
ශෂිකා coachගේ team එක විශ්ව විද්‍යාලයක් වගේ ,Pos
thank you so much සිරස කසුන්ව ගෙනාවට මෙතනට coach කසුන් මෙච්චර fun කියලා දැනගෙන හිටියේ නෑ ,Pos
දෙරණ miss sri lanka ආසම චරිතයක් ඇය හරිම හොඳ ගැහැණියක් හරිම බුද්ධිමත් වැදගත්කමක් ඇති තරුණියක් ,Pos
කසුන් අපේ garfield හරි සුන්දර කෙනෙක් ,Pos
අනේ හරි ආසාවෙන් youtube එකේ බලුව එකම video එක ,Pos
මෙතෙ බුදුන් දැක නිවන් දකිවා සියලුම අම්මාවරු ,Pos
ලස්සනට song එක කියුවා good job ,Pos
නගනන්ද ජනාධිපති කරන්න සියලුදෙනාම එකතු වෙමු ,Pos
ඔයාට දෝණි කෙනෙක් ඉන්නවා ඔයා ගැන දන්නා ඒ ඇති ගොඩක් දේවල් ඒක ඔයා අම්මා කෙනෙක් ,Pos
අලා අලා bro මාරම මාරයි ,Pos
අඩෝ පට්ට ජොයදය ,Pos
අම්මෝ එක ගොඩක් ලස්සනයි ,Pos
ඔබ ඇත්තටම හොඳ ගැහැණියක් ,Pos
තමන් සතුටින් නම් කුහක නෑ ඇත්ත කතාව ,Pos
වෙන වැඩගත් මිනිස්සු නැද්ද ලහිරු ,Neg
coach ශෂිකාගේ voice එකට සමානයි ටිකක් ,Pos
සමන් ලෙනින් කියන විශිෂ්ට කලාකරුවා මතක් උනා ,Pos
ගොඩක් ලස්සනයි දුක හිතෙනවා good luck ,Pos
දන් දන් හංගිලා තිබ්බ හොඳ සින්දු trend වෙනවා හරිම සතුටුයි කසුන් ,Pos
බොක්කෙන්ම කතාව ඇත්තම කියනවා ,Pos
ඇත්ත එක දිගටම බලුවා සුභ අනාගතයක් ,Pos
ඇයි මේ මෙයාලා එකම අඬන ඉන්නේ හැමදාම ,Neu
nanotek එකට කියලා ඔය gaming builder එක හදාගන්න පුළුවන්ද වෙයිද ,Neu
සුපිරියි coach ශෂිකා මේක හරිම ලස්සනයි congratulations ඉස්සරහටත් මේ වගේ සුපිරි battles බලාපොරොත්තු වෙනවා ,Pos
එකෙන්ම ඉරාජ් අයියා එල එල කෙලින් කතා කරනවට අපි කැමති ,Pos
background music වල සද්ද වැඩියි බං ,Neg
මෙලෝ කමකට නැති ඔප දුප්ප හොයන්නේ නැතුව වැඩගත් දෙයක් කරන්න මේට වඩා වටිනවා ,Neg
අපේ එකෙක් help එකක් ඕනේ ,Pos
අපේ ආගමට ඔහොම ගරහන්න එපා මිනිහොත්මස්සේට ජාතියක් ජම්මයක් නැති උනත් අපිට තියෙනවා ,Neg
මේ සින්දුව මාලනී බුලත්සිංහල මහත්මිය කසුන් අයියාගේ අම්මා ගායනා කළ සින්දුවක් ලඟදී මම youtube එකෙන් දැක්කා ,Neu
මුන් තමයි එකම රටේ මිනිස්සු දෙකට බෙදන්නේ unp කාරයෝ sri lanka කාරයෝ කියලා තමන්ගේ පක්ෂය රැකගන්න හැටි විතරයි මුන් හිතන්නේ ඔක්කොම එකතු වෙලා රට රැකගන්න උවමනාවක් නෑ ,Neg
තමන්ගේ තියෙන ජානම වෙනස් නිසා එක ප්‍රදර්ශනය කරගෙන නිකන් ගොන් අතල් ගන්න ඒවට වඩා ඔය වැඩගත් ඇත්තමයි ,Pos
අනේ voice wow ආ ,Pos
වචනයක්වත් මගහැරින් නැතුව ගොඩ කාලෙකින් බලපු සුපිරිම program එක නියමයි ,Pos
මෙන්න කෙලින් මිනිස්සු ,Pos
හොඳ වැඩක් සුභ පැතුම් ,Pos
මුන් උන්ගේ නැතියත් සංග බෙදා කරලා දැන් උතුම් සංගයට නිගරු කරයි තොපි සිංහලිනි මුන් ආවොත් මේට වඩා විනාස අතළගයි ,Neg
අපෝ මෙලෝ රහක් නෑ video එක නම් ,Neg
සුපිරිම වැඩක් තමයි අයියා ufo එකක් වගේ තමයි ඉතින් ,Pos
මම redmi එක සති දෙකකට කලින් ගත්තේ rs k වලට gb ram gb rom camera quality එක superb macro lens එක නිසා අපේ fingerprints උනත් camera එකෙන් capture කරගන්න පුළුවන් ,Pos
