Comments,Sentiment
denade kaala kiyanade ahagana innavalu ado ape lanka minussu hari buddimath umba vage boru satlight kadapu vageda muge katanam pahata rata ballek,Neg
adarshmth chrithyk hama wachnykma hri adarshmth dewl samjeta gnna tiynwa,Pos
goda kalekinn neda akkiyoo,Neu
oita wada aul ayath select karagtta ane manda,Neg
aasama dial ekk elma broh,Pos
oba heenayak dakinawadha,Neu
full song video akak upload karannako,Pos
meva daka daka duk vena aya konata,Neu
balaporoththu una ekak,Pos
emi kiyanna deyak na patta ayye one and only channel eka,Pos
oba kalathurakin pahalawena pinwantha daruwek niwanata langa kenek sasara ketikaragena niwan dakeewa samajaya harima napurui,Pos
coach shashika kiuwa nm final yanna tiyana chance eka wedii,Pos
sirawata patta aa hodawadak thawaparak genwamu,Pos
ape unnta kochra pahadala dunath wadak naha okkam kana pettam therum gannava,Neu
godak watinawa progame ekanm kumari akke oyata devipihitai,Pos
subscribe kara video eka ftt,Pos
athal session eka kasun the man ,Pos
oyage alankara katawath ganna bh nangi ,Pos
aka patta,Pos
aneey chooti nangi ,Neu
ammoo e voice eka voice sri lanka wenna kyla wish krnwa ,Pos
alla munta daduwam dila thiyenne akai munta welichcha wathura nathi madaperadega dunne api thamai munta ape rate eda dunne dan hodaine kelawa gaththane thambinta puka dela,Neg
ape hamuduruvo oba tumata budu saranai,Pos
aiiyoo me wage gon genune parlimentu yawala tiyenne ape badu mudal walin kanna bonna denne me harak neda,Neg
 hoda manusayek loku kam nathi ,Pos
 akke oya godak adarshamath mawak diriya kanthawak oyage kathawa mage jeewitheta loku haiyak mata oyata katha karanna asai,Pos
mata mage rata gana maha loku hageemak danuna ai me rate minissunta me de gana vatinakamak therenne naththe,Neu
supiri vido ekak ayiie,Pos
akki mm adarry oyata oya hodda amma kenek oyata a mathakada kiuwa oyage duwage nama ahicha dawasaka kawada hari mage duwata danawa kiyala mma kiuwa mage duwage namath swetha ,Pos
gootabaya netitii tumata vetaray lankawa baeraganna puluwan,Pos
comment balana gaman video eka balana kattiya ko balanna,Neu
minihama thamange nama ki parak kiyanawada,Neu
kandy wala branch ekk tynwda,Neu
 edennama dunna maru bumi,Pos
and pako boru kiyanne natuwa,Neu
ekatama kade yana eka navaththantdako thattaya siwru porogattu thopi,Neg
thurunuwan saranai loka sathya hoyan awa oba thumata ee deya esema labethwaa,Pos
ranja witarak nemei ashen kiyana ponnayath waga kiyanna onee ashen ponnaya thamai patan ganne,Neg
 aiya gdk hod wedsthnk piyathumni oben ape jiwithet leben aloky ithamth watinw obathumt teruwnsaranai,Pos
boy oya annama ona janadipathita patta hoda love to,Pos
ceylon radio legend lankawe radio kalawa wenas kla minisa obata jaya ,Pos
 puthe api kohoma hari ape gnanasaara hamuduruwo nidahas kara gamu oyata jayen jayama wewa budusaranai,Pos
nxt part koo danna eekath asawen balan hiteye thanks ,Pos
iraj nam pattama porak tama,Pos
kolla puduma unaa hee ,Pos
radio em inna kutuhalaya tiyenna onimai patta voice,Pos
kingsly tharuna wela,Pos
umaria tath harenna thbbe,Neu
ala kiri aiya aiya mama hari asai,Pos
mun bayai gotata denna mokada gota awoth mun hithana athal danna bahne uu ayya kiyana eka ahanne nhne,Neu
lap akak gewnn gnna hodama thana mkdda,Neu
oya maru akke athtama katha karanna asai respt karanna oni charithayak,Pos
oova thama raja kale hadapu pc ee kaleth pc thibba kiyanna hodam saakshiyak thama rajath game gahala,Neu
ane puthe ape rata beraa ganna obata pamanai eka karanna puluwan theruwan saranaii,Pos
mata bild ekk karaganna oni kohomada oya wa sambanda karagannee,Neu
fm eke budu talk denawa habai wayasa kiyanta lajjai pk logic,Neg
mona de unath eththam kelin kiynw,Pos
atama me kolla hodatama kiyanawa wadak na ban,Neu
anna ara naamalaya muhudata daala mu thamai genna ona lankaawe deshapalaneta mu okkoma prashna walata niyameta kelin uttara dunna,Pos
teruwan saranai jayamawewa,Pos
godak watina kathawak,Pos
aiia mata bild ekata conteack kara ganna one,Neu
eya katha karanawa ahan inna aya thawath innawada,Neu
dalada hamuduruwonta apahasayak yakoo,Neg
unlike karapu geri hambayo tika waren polimata,Neg
niyamai ape hamuduruwana okunwa pannanna one ponna palakayo rata palanaya karanakam samanallu raganawa,Neg
aththamai ugath buddimath daruwek wenunath demawpiyange adarayath agaya karanawa adarshamah kenek obata jaya,Pos
santhush haruna bathiya holman wela,Neu
 pasparakma beluwa mn e taramata lasisanai,Pos
dahaweni paratat ahuwa tawama ati une na super ,Pos
matu bawaye wath mge wenawanam asai ,Neu
thawth gramasawaka kanak canda danta kalin jnawari mathak karaganta a karuma tawath ewara na,Neg
sahatika etta obata taruwan saranai etta kiyala mai asikkita samajaya hadanawanam,Pos
lahiruge hinawaa good luck thadiyo,Pos
ahemay ape hamuduruwane,Pos
meyage talant eka hoyaganna palaweni para kasunta bari una dewani eken teruna pl kasuntath karaganna deyak ne,Neu
akke theruwan saranai oyata,Pos
oya kiyana hamuduwo honda kasippu karayek wishala chodhana tiyanawa mohu ganja gahanawa mohuge kata balanna,Neg
niyamai priya aiye jaya wewa oyata,Pos
pla thawath ape duppath minisunge salli kannathiwa ain wenna oyawage kenek ratta awasha nehe,Neg
priya ayyata wada mama hodata heenen pc build karanawa ada pc ekak build karanawa pro build guys million build,Neu
hithatama waduna akke harima lassanai oya idiriyatama yanna kiyala mama wish karanawa,Pos
godak nihathamani adambaraai pehediliwa katha karaa dirgayusa oyata bs ,Pos
ain krana pc pawicchi krnne nathi pc ekk denna baida aiyye mata masen maseta salli gewnnm,Neu
dharuwon ge dakshakam diha demawpiyo balan ennawa wage taman hadapu lamai gayanaya karana diha me coach la balan enne true feeling and emotions well done coaches,Pos
me pissi kohenda appa mewa hoya gaththe,Neg
kasuna goda giya ehenam meh daruwa ratata sampathak,Pos
oi pattai oi niyamai mchn sirawatama suppa,Pos
nihathamni kanak oya man harima adarai budu saranai,Pos
me battle eka aniwaryenma trending yanwamai,Pos
hamogema katha ohoma thamai good luck sir,Pos
kasun oya marai,Pos
inuka malli parana pc eka mta diyanko,Neu
aasawen baluwa meka nam love you aiya ,Pos
un un athaarina eka hema paulakama tiyei bn ,Neg
mama hethuwa hatiyata dakinne ape rate minissunge adika heena maanaya meya addiyapana kramayen hadiya yuthu deyak akka awanka saadarana honda kenek,Neu
aiyage interview maru ape channel eke video balanna,Pos
blakey umariyatath challenge ekak wage ,Neu
voice eka lassanai practice karala madi wage,Neg
coach shashika ad gdk suduy wage ,Pos
chuti baba lasseni ayye,Pos
mama nam adai danagathte kasunge amma malani bulatsinhala kiyala goodak adare karapu gaikawak,Pos
anith aya harune naththe kasunta thamai e voice eka ona nisa kasunge team ekata uwa denna ona nisa,Neu
uba niyama kollek bn,Pos
niyamai ahinsaka chrithayak wage bs,Neg
baudhdha kiyanne dharmayak sinala kiyanne jathiyak baudhdha hamoma sinhala wenna,Neu
athatama oya godak sadarana kenek mn aka athdakeemen keyanne mn asama neliyak,Pos
anne me niwedakaya,Neu
maru supiri super nice ,Pos
me walage tiyana dussta kama penawa weradi kala wita daduwam labanna one genu perethaya den sudana,Neg
mun okkoma akai hetta kala kala palayalla gawal wala alut unta tena dila kala kanni hattayako kondak giya nam tarunauonta tana dipalla,Neg
ane nagayo ai janadipathi wenna hadnne salli kuttiwlata kadara kamen neda,Neg
 thanx priya ayye ,Pos
kuwait ake niwau nee kumari akke boru kiyanna apa,Neg
lokaya essaraha wchcana bawitha karana kramayak teyenawa kimari akke,Neg
avurudu gananakata kalin oya tele drama ekaka act kara neda eke nama mathaka na nitharama game play karamin inne bohoma sahallu charitjayak e drama mama harida manda,Neu
garukarami hadawatin yaluwsne ape pattet ennako,Pos
dulaj supiri porak lokukamak na kochchara diunu unath,Pos
hadawatimma kiyanna oba tumata budusarsnai ,Pos
good lahiru,Pos
banina eka banapuden ubanam patta charithayak ayye matanam ,Pos
kalakaruwan kiyanne sanwedi hadawath thiyena aya,Neu
mama matumaga kata ahanawa satutui obata taruwan saranai ,Pos
radio eke ahanawa wage man ipaduna kenek man hiru ahanne mage punchi kale idan e udet ara ahanna school yanakam ekha ahanawa habai ara ayin una eken passe dan man hiru ahanne na,Pos
maru aiyee mn gdk kmt oya oyt kawadawt wrdnn ne budu saranai,Pos
ada umariyage lassana,Pos
umariya shoi anee,Pos
paminili daapu unta mae aathmae ma panuvo gahala mareiyan,Neg
bro me build aka bitcoin mining valata hodaida,Neu
mata me pawula therum ganna baha namesuth harima wenas good luck,Neu
rajapaksa paulea kamathima kana maya bs,Pos
harima nihathamani kenek oya,Pos
hamuduwange kathawa hari kattiya kiwanawa wadiy dan ona mekata prathikarma witharai,Pos
hamuduruwane kritiyaninge iwaseema gana oba wahanse awanka piliturak dunne na,Neu
marai attatama oba gena adambarai ,Pos
giya sareth dakkane balaperetha kamata ranil ekka ekaga wela rata kawa me sareth kotola kotola rata kapiyau,Neg
me kauruth epa nahananda janadipathi,Neu
asama sinduwak lassanata kiynawa good luck,Pos
gal gahanna epa voice eka awl wenawa,Neg
 shashika miss ge team ekata giya eka hodai malli sir ge team ekata giya nam ikmantama kapenna wenava,Neu
gym ekata gihin karana de food adukarala karanna baha gono,Neg
aiye forex trade karana ayatama kiyala laptop thiyenawada,Neu
hadapiyako gotabaya visin marapu minissu gana sinduwak,Neg
dan ahinsaka widiyata katha karanne wesa balli,Neg
mekata mole honda nedda koheda,Neg
akki oyt api adarei dagamalla kaale idan,Pos
ohoma yann ayye thawa k oone,Pos
wasthilage aluth video ekak oni un mekt like krpn,Neu
akki hugak lassana wela song eka hugak lassanai ,Pos
sinduwa ekak video eka thawa ekak paw,Neu
 panapu un dan lankawata wadak naa,Neg
supiri character akak,Pos
malani bulathsinhalayan mathak una harima sanvedi sinduwak kasun ge dara ganima as dekata kadulak ekathu kara obata jaya mewani geeyak idiripath kalata,Pos
ane welgama sudu van gana kata karanna epa api chande denne sudu van bari nam nuclear weapon dala hari ratata wadak karana ekekta sudu van  genichcha nam genichche ratata drohi unu ekekwa thamai,Neg
mam mulatikama ahuwa witharai song eka mara lassanaii love this song and music video,Pos
pissu wekara hadila mata sarinsare avith me sinduwa balanawa mama ,Pos
 sirge weda satahan koccara beluwath epa wenne,Pos
meyla ragapanawa api balan innawa athalne ane ape salliwalin jivath wena minissune me inne ,Neg
ane lankawat mokak weida me jarawal nisa,Neg
kasun wage kenek newath hadanna puluwan kenek iannawa,Neu
lankawe music video hadanne raswindanayak nethi montisori molayakwath nethi un mekath ae wage,Neg
me ahanne thunwnni para,Pos
ai prihanwa gatte natte oya wena eun ekka natanawa prihanwa ain karala oya wenuwata wena grl kenek ganna tibbe,Neu
ithin night club yana eka apahasayak newei nam ai tho eka uda pana pana parliament eke kiwee ane palayan yane ban dan shape wenni nathuwe ,Neg
suupiriytm kiuwaa mcn good lak,Pos
anee paw ahinsaka charithayak aththa katha karana niyama gahaniyak budhu saranai oyata,Pos
pattama bild eka aiye thankz,Pos
amoi kell gn ai diynne ohm hithnne sihk,Neg
moka awath uga sakkuwa purawaganna aka thama wanna,Neg
ha ha eyata mukuth kiyanna epa balanna hadiyava aga vahenna adan inna lassana munuth kunu godaval aran enava minissunge deta kanna,Neg
hemadama ekama adumane ,Neg
ganasara hamuduruwanta banina epa yakoo un wahanse kiyapu dewal ada siduwela neda balapiyawu aes arala,Neg
oya meka dinanawa,Pos
tunuruwan saranai pute oyala hamotama,Pos
ekanam pattama asadaranai,Neg
nikan club wasantha wage,Neg
comments dakiddi hithenne sama harakta wahallun se jeewath wemata asawak athi bawai,Neg
waddo kohomath thoranne kasunwa thama ,Pos
kiyana melo deyk theren ne eth marama lassanai hithata godak danuna me tamil song eka,Pos
pc eka nam super ganna giyanam pissu wage,Pos
oya dannawada ranill kalada kiyala puluwannam kauda kiyala hariyatha kiyanna,Neu
aththa sir oyage voice eka ahala nathi kenek innawa nm a thama ipadila nathi kiri daruwek pamanai,Pos
harima nihatha mani kellek,Pos
steal awasthawa lebena widiya kaata hari kiyanna puluwanda hema kenatama lebelle nedda,Pos
ela ela elamai ohoma yan sir budusaranai devi pihitai,Pos
atta wasayenma mama hituwata wada ugt buddimat kelin kata karanawa,Pos
paw ban miniha umbe u inna thathwe dan therenava dope eka dagena innawa athi umba karala thiyena wada gana hitha hitha,Neg
mamath kamathi katak,Pos
mata meyage muna katahadata galapaganna bane,Neu
mihindu ayyat comment krla ,Neu
suba aluth awruddak wewa,Pos
oba hari broo obage manasa harima diyunui ee aii kiuwoth oba mix kenek obata hoda expiriace thiyanawa eka thama obata labuna lokuma gift ekaa and blessings go ahead broo,Pos
ape hamuduruwantha theruwan saranai obawanse wenuwen mamath innawa,Pos
lowak piligath mage budu dahama adambarai videsikayek adambaren kiyanawa mage maw basawa lassanata kathakaranawa,Pos
anee hari paw oya oya mukuth danne ne hari baba,Neg
 ayye kalawe wihilu thibunata desapalanaye wihilu neh terum ganna puluwan weyi issarahata,Neu
baudhdhayanta wesak katholikayanta naththal mea dekama uthsawa karan api ehi thiyena dharmikathwa ya nathi karagena aththama kathawa meka thamai ea nisa mewara wesak nah nemei mewara thamai wesak thiyenne,Neu
feel wena song ekak ko balanna coach kasun wa thoragaththa ekata kamathi aya,Pos
wage mathakak galkissen bus eke nagga mata mathakai,Neu
ane kauru monawa kiuwath oyage song eka niyamai marama lassanak tiyanne visuwal eka aul thama ape rata aya kage hari adak thama hoyanna banina tiyanawanam a tharam lokayak ne,Neu
patta ela kiri wage dila thiyenawa video eka nam,Pos
congratulations bro jaya wewa ,Pos
hari sankirnay therum ganna amaruy,Neg
uu sira buwek ban,Pos
aththatama hadawathinma ahuwa baluwa mn mage jivitheta loku adarsha gatta misge kathawen ,Pos
me sinduwa me tharam denena female voice ekak mama thaama ahala ne,Pos
man eyage katha vilasayata harima asai,Pos
hoda wachnayk iwasima watinnawa,Pos
attatama mata araage muna diha balagena e voice eka ahanna be harima uncomfortable berina tena hand free deka dagena n eka pettakin tiyala ahuwa e taramatama e voice ekata api addict wela ,Pos
eka nam ketha wedak,Neg
phone ekn game play krnna amrui ne video eka maru,Pos
oyage voice eka maraama lassanai akki kochichara ahuwath epa wenne na akki,Pos
kaushi piumi me ubalageth awadanaya pinisai,Neu
aiya oya janadipthiwarneta illanna bari api oya ekka innwa,Pos
hodai kumari hoda kathawak kiwa kuwait walata lankawe gahanu rata yawanna epa kiyapu kathawata sthuthi jaya wewa akke,Pos
ayye thiyna pc eka update karagann one,Neu
dulaj thama parinatha wela na wage kiyala hithune mata namanushkage video eka parakata wadiya baluwa dulajta mokuth kiyanava newei eunata tikak boladai wage katha karanne,Neu
beautiful all the best adri hamotama lassna sinduwa,Pos
ad goda hinda balana eka appiriyai,Neg
appo maha boudda agamata garu karnna moka wunath kamak ne ape dalada wahanseta oya wage keth sindu hadana ekata konda pana nedda wena ekak hadanna thibune nedda,Neg
mama hithuve priyadarshana ayyata avrudu vethara kiyala,Neu
ameth werasingha koetharam danum sambarayak theyana kanakda ayemayawa kapuwa,Pos
redmi note pro eke reviwe ekak genna,Neu
niyamai build eka,Pos
mama issara me wa mtv eke dakke hena salli tiyena Posat lokukama tiyena kollek kiyala habai attatama dan tama hitenne ahema na kiyala,Neu
bass gahana malli achchi vahila,Neu
rupa ona na kathawa ahanda,Pos
godak minissu balan inne anunta hinawenna witarai,Neg
ammo monawada mepamana kal kale mara metarayakni politics walata mara shutbs,Pos
waellgama ericiyakaraya tuk nodakin,Neg
ane obatuma ape rata bera ganna api oba samagai,Pos
api hitagana hitiya ramjan kiyanna ratata adaraya karana kanak kiyala baluwama uth loka horak,Neg
kiyana eka wagema eka pecharaya karana ekath weradi e nisa ashen kiyana ngo karayage youtube chanel eka report karanna hamoma,Neg
aye sanwada ona na me pradana paksha dekata rata hadanna puluwan da barida kiyala aw k oppu karala pennuwa ba kiyala ,Neg
attatama bohoma hoda vada satahanak e vagema ma kamathi hoda lassana gahaniyak atta katakarana kenek oyata jesu pihitai ,Pos
mona dee kalat tibena turu jeevete oba natiwa mata ina bee wastuwe,Neu
ane tobi ukiwa atta uda tiyanna epa yko,Neg
podi basunnahe aiyata kalinma wada allala wage,Pos
niyama charithayk aththatama ganna deval gdk thiyna katabahak,Pos
jayawewa harima sathutui,Pos
oun swabawayen geniyanawa apayata,Neg
gon athal gon ranja,Neg
niyamai brother ekai wenna oni,Pos
music band ekath play karanava pennanako issarahata ,Pos
weda satahana hodai ad wedi nisa balanna epa wenawaa,Neu
amaricava vage ratak wei awrudu gotabaya mhathtaya awoth me podi rata ayata kaju kanava vage,Pos
puduma nihathamaani adaraneeya charithayak nehara akki oyata api hamadama adarei kawadawath wenas wen nathi charithayak oya ,Pos
ridenna ona machan hadenna api katath podui macho budu saranai,Neg
lassani naveesha fve voice ekak ,Pos
portama lajja hithuna pora gena sure,Neu
